Sample_Name,NODE_ID,family-supergroup,Country,Site,Collection_MY,Collection_Y,Season,Mosq_Species_Name,Mapped_Reads,Total_Reads_in_Lib,Non_rRNA_Reads,RPM,Virus_name_fin_cut,Virus_name_final
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-2_S31,NODE_1227_length_1787_cov_3.147608,Flaviviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,578,7105868,6309530,91.61,Pissa flavi-like virus 2,Pissa flavi-like virus 2  isolate CAR1260
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-2_S31,NODE_4264_length_1081_cov_1.993056,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,34,7105868,6309530,5.39,Pissa inse-like virus 4,Pissa inse-like virus 4  isolate CAR1262
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-2_S31,NODE_4255_length_1082_cov_2.109019,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,118,7105868,6309530,18.71,Pissa inse-like virus 2,Pissa inse-like virus 2  isolate CAR1261
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-3_S32,NODE_7_length_10709_cov_707.840636,Flaviviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,109678,6186997,5538982,19801.11,Cell fusing agent virus,Cell fusing agent virus  isolate CAR1265
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-3_S32,NODE_20_length_7204_cov_5.624877,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,784,6186997,5538982,141.54,Pissa meta-like virus 2,Pissa meta-like virus 2  isolate CAR1270
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-3_S32,NODE_30_length_6288_cov_8.479163,Orthototiviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,761,6186997,5538982,137.39,Pissa orthototi-like virus 2,Pissa orthototi-like virus 2  isolate CAR1273
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-3_S32,NODE_2_length_14082_cov_1393.309587,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,278507,6186997,5538982,50281.26,Pissa inse-like virus 4,Pissa inse-like virus 4  isolate CAR1267
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-3_S32,NODE_27_length_6651_cov_8.107327,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,891,6186997,5538982,160.86,Pissa meta-like virus 8,Pissa meta-like virus 8  isolate CAR1272
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-3_S32,NODE_1533_length_1547_cov_1.548168,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,214,6186997,5538982,38.63,Pissa meta-like virus 3,Pissa meta-like virus 3  isolate CAR1271
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-3_S32,NODE_396_length_2521_cov_9.048203,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,487,6186997,5538982,87.92,Pissa meta-like virus 1,Pissa meta-like virus 1  isolate CAR1268
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-3_S32,NODE_678_length_2076_cov_1.849226,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,101,6186997,5538982,18.23,Pissa meta-like virus 12,Pissa meta-like virus 12  isolate CAR1269
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-3_S32,NODE_2644_length_1236_cov_5.998280,Deltaflexiviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,157,6186997,5538982,28.34,Pissa deltaflexi-like virus 1,Pissa deltaflexi-like virus 1  isolate CAR1266
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-4_S33,NODE_17_length_6859_cov_892.192160,Phenuiviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,84890,5458488,5095780,16658.88,Phasivirus phasiense,Phasivirus phasiense  isolate CAR1274
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-4_S33,NODE_13_length_7630_cov_16.728596,Orthototiviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,1859,5458488,5095780,364.81,Pissa orthototi-like virus 2,Pissa orthototi-like virus 2  isolate CAR1279
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-4_S33,NODE_43_length_5195_cov_3.918586,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,378,5458488,5095780,74.18,Pissa meta-like virus 2,Pissa meta-like virus 2  isolate CAR1277
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-4_S33,NODE_11_length_8002_cov_2226.395762,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,248275,5458488,5095780,48721.69,Pissa inse-like virus 5,Pissa inse-like virus 5  isolate CAR1276
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-4_S33,NODE_27_length_6099_cov_1665.651676,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,142157,5458488,5095780,27897,Pissa inse-like virus 2,Pissa inse-like virus 2  isolate CAR1275
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-4_S33,NODE_1433_length_1376_cov_1.515733,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,43,5458488,5095780,8.44,Pissa meta-like virus 3,Pissa meta-like virus 3  isolate CAR1278
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_18_length_7062_cov_5.903563,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,716,6860945,6519252,109.83,Pissa meta-like virus 2,Pissa meta-like virus 2  isolate CAR1288
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_13_length_7553_cov_7.378877,Orthototiviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,975,6860945,6519252,149.56,Pissa orthototi-like virus 2,Pissa orthototi-like virus 2  isolate CAR1290
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_32_length_6051_cov_52.393610,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,9530,6860945,6519252,1461.82,Pissa inse-like virus 5,Pissa inse-like virus 5  isolate CAR1284
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_89_length_4325_cov_2505.998119,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,148687,6860945,6519252,22807.37,Pissa inse-like virus 1,Pissa inse-like virus 1  isolate CAR1282
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_94_length_4239_cov_3584.991599,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,209738,6860945,6519252,32172.1,Pissa inse-like virus 2,Pissa inse-like virus 2  isolate CAR1283
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_540_length_2267_cov_5.675934,Deltaflexiviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,201,6860945,6519252,30.83,Pissa deltaflexi-like virus 2,Pissa deltaflexi-like virus 2  isolate CAR1281
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_299_length_2841_cov_2.458815,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,152,6860945,6519252,23.32,Pissa meta-like virus 10,Pissa meta-like virus 10  isolate CAR1286
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_215_length_3138_cov_3.197390,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,209,6860945,6519252,32.06,Pissa meta-like virus 3,Pissa meta-like virus 3  isolate CAR1289
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_2213_length_1318_cov_4671.285944,Inseviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,80795,6860945,6519252,12393.29,Mosquito toti-like virus XZ15,Mosquito toti-like virus XZ15  isolate CAR1280
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_2615_length_1226_cov_2.824805,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,78,6860945,6519252,11.96,Pissa meta-like virus 13,Pissa meta-like virus 13  isolate CAR1287
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-aegypti-5_S34,NODE_737_length_2012_cov_8.367200,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes aegypti,273,6860945,6519252,41.88,Pissa meta-like virus 1,Pissa meta-like virus 1  isolate CAR1285
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-1_S35,NODE_124_length_3791_cov_4.689349,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,388,8032723,7099069,54.66,Pissa meta-like virus 15,Pissa meta-like virus 15  isolate CAR1292
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-1_S35,NODE_292_length_2884_cov_2.291000,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,168,8032723,7099069,23.67,Pissa meta-like virus 25,Pissa meta-like virus 25  isolate CAR1295
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-1_S35,NODE_1283_length_1775_cov_1.684489,picorna,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,95,8032723,7099069,13.38,Pissa picorna-like virus 1,Pissa picorna-like virus 1  isolate CAR1299
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-1_S35,NODE_162_length_3474_cov_5.127315,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,360,8032723,7099069,50.71,Pissa meta-like virus 28,Pissa meta-like virus 28  isolate CAR1298
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-1_S35,NODE_517_length_2378_cov_3.757918,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,202,8032723,7099069,28.45,Pissa meta-like virus 14,Pissa meta-like virus 14  isolate CAR1291
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-1_S35,NODE_487_length_2435_cov_1.674428,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,133,8032723,7099069,18.73,Pissa meta-like virus 24,Pissa meta-like virus 24  isolate CAR1294
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-1_S35,NODE_2334_length_1429_cov_2.303097,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,88,8032723,7099069,12.4,Pissa meta-like virus 27,Pissa meta-like virus 27  isolate CAR1297
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-1_S35,NODE_5249_length_1042_cov_11.659443,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,395,8032723,7099069,55.64,Pissa meta-like virus 26,Pissa meta-like virus 26  isolate CAR1296
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-1_S35,NODE_5580_length_1017_cov_3.370763,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,70,8032723,7099069,9.86,Pissa meta-like virus 22,Pissa meta-like virus 22  isolate CAR1293
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-2_S36,NODE_518_length_2008_cov_3.718346,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,117,5947524,5341359,21.9,Pissa meta-like virus 15,Pissa meta-like virus 15  isolate CAR1300
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-2_S36,NODE_1888_length_1264_cov_2.201511,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,71,5947524,5341359,13.29,Pissa meta-like virus 29,Pissa meta-like virus 29  isolate CAR1304
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-2_S36,NODE_1993_length_1240_cov_2.143959,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,118,5947524,5341359,22.09,Pissa meta-like virus 16,Pissa meta-like virus 16  isolate CAR1301
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-2_S36,NODE_1899_length_1261_cov_1.203704,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,37,5947524,5341359,6.93,Pissa meta-like virus 30,Pissa meta-like virus 30  isolate CAR1305
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-2_S36,NODE_2312_length_1172_cov_2.172884,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,64,5947524,5341359,11.98,Pissa meta-like virus 31,Pissa meta-like virus 31  isolate CAR1306
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-2_S36,NODE_1118_length_1532_cov_9.764222,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,4361,5947524,5341359,816.46,Pissa meta-like virus 26,Pissa meta-like virus 26  isolate CAR1303
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-2_S36,NODE_3339_length_1022_cov_2.658588,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,67,5947524,5341359,12.54,Pissa meta-like virus 23,Pissa meta-like virus 23  isolate CAR1302
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_841_length_2089_cov_1.570933,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,53,7480340,6764784,7.83,Pissa meta-like virus 33,Pissa meta-like virus 33  isolate CAR1315
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_1354_length_1762_cov_3.404973,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,246,7480340,6764784,36.36,Pissa meta-like virus 14,Pissa meta-like virus 14  isolate CAR1307
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_1781_length_1603_cov_1.998693,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,94,7480340,6764784,13.9,Pissa meta-like virus 28,Pissa meta-like virus 28  isolate CAR1313
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_3114_length_1284_cov_1.285714,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,52,7480340,6764784,7.69,Pissa meta-like virus 24,Pissa meta-like virus 24  isolate CAR1311
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_3752_length_1195_cov_1.918895,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,45,7480340,6764784,6.65,Pissa meta-like virus 22,Pissa meta-like virus 22  isolate CAR1309
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_3974_length_1170_cov_2.013674,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,54,7480340,6764784,7.98,Pissa meta-like virus 23,Pissa meta-like virus 23  isolate CAR1310
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_2208_length_1475_cov_7.968616,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,380,7480340,6764784,56.17,Pissa meta-like virus 26,Pissa meta-like virus 26  isolate CAR1312
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_862_length_2069_cov_2.490481,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,112,7480340,6764784,16.56,Pissa meta-like virus 32,Pissa meta-like virus 32  isolate CAR1314
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-3_S37,NODE_4868_length_1079_cov_2.372763,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,53,7480340,6764784,7.83,Pissa meta-like virus 16,Pissa meta-like virus 16  isolate CAR1308
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-4_S38,NODE_35_length_5286_cov_6.735661,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,602,6374132,5669251,106.19,Pissa meta-like virus 22,Pissa meta-like virus 22  isolate CAR1318
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-4_S38,NODE_262_length_2468_cov_5.361587,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,226,6374132,5669251,39.86,Pissa meta-like virus 15,Pissa meta-like virus 15  isolate CAR1316
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-4_S38,NODE_159_length_3050_cov_2.506886,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,197,6374132,5669251,34.75,Pissa meta-like virus 23,Pissa meta-like virus 23  isolate CAR1319
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-4_S38,NODE_1232_length_1494_cov_2.128783,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,74,6374132,5669251,13.05,Pissa meta-like virus 21,Pissa meta-like virus 21  isolate CAR1317
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-4_S38,NODE_1708_length_1336_cov_4.121932,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,139,6374132,5669251,24.52,Pissa meta-like virus 28,Pissa meta-like virus 28  isolate CAR1320
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-5_S39,NODE_59_length_4230_cov_956.240799,Reovirales,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,56138,7062649,6254242,8975.99,Pissa reo-like virus 1,Pissa reo-like virus 1  isolate CAR1324
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-5_S39,NODE_1198_length_1374_cov_1.800922,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,180,7062649,6254242,28.78,Pissa meta-like virus 30,Pissa meta-like virus 30  isolate CAR1323
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-5_S39,NODE_1168_length_1385_cov_4.289634,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,92,7062649,6254242,14.71,Pissa meta-like virus 14,Pissa meta-like virus 14  isolate CAR1321
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Aedes-albopictus-5_S39,NODE_1212_length_1370_cov_3.326137,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Aedes albopictus,1312,7062649,6254242,209.78,Pissa meta-like virus 22,Pissa meta-like virus 22  isolate CAR1322
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Anopheles-funestus-2_S41,NODE_23_length_5802_cov_6.906790,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Anopheles funestus,780,8042952,7341599,106.24,Pissa meta-like virus 37,Pissa meta-like virus 37  isolate CAR1327
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Anopheles-funestus-2_S41,NODE_43_length_4933_cov_5.410700,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Anopheles funestus,484,8042952,7341599,65.93,Pissa meta-like virus 38,Pissa meta-like virus 38  isolate CAR1328
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Anopheles-funestus-2_S41,NODE_25_length_5745_cov_5.314351,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Anopheles funestus,744,8042952,7341599,101.34,Pissa meta-like virus 35,Pissa meta-like virus 35  isolate CAR1325
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Anopheles-funestus-2_S41,NODE_165_length_2586_cov_3.975726,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Anopheles funestus,349,8042952,7341599,47.54,Pissa meta-like virus 39,Pissa meta-like virus 39  isolate CAR1329
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Anopheles-funestus-2_S41,NODE_128_length_2891_cov_2226.624556,Solemoviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Anopheles funestus,87435,8042952,7341599,11909.53,Pissa solemo-like virus 1,Pissa solemo-like virus 1  isolate CAR1330
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Anopheles-funestus-2_S41,NODE_2335_length_1012_cov_1.333333,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Anopheles funestus,22,8042952,7341599,3,Pissa meta-like virus 36,Pissa meta-like virus 36  isolate CAR1326
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Anopheles-funestus-3_S42,NODE_75_length_3414_cov_3.421431,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Anopheles funestus,403,6624180,4133138,97.5,Pissa meta-like virus 37,Pissa meta-like virus 37  isolate CAR1332
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Anopheles-funestus-3_S42,NODE_184_length_1923_cov_1.805946,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Anopheles funestus,62,6624180,4133138,15,Pissa meta-like virus 38,Pissa meta-like virus 38  isolate CAR1333
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Anopheles-funestus-3_S42,NODE_284_length_1553_cov_2.643243,Rhabdoviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Anopheles funestus,55,6624180,4133138,13.31,Pissa rhabdo-like virus 4,Pissa rhabdo-like virus 4  isolate CAR1336
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Anopheles-funestus-3_S42,NODE_296_length_1517_cov_2989.947368,Partitiviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Anopheles funestus,59514,6624180,4133138,14399.23,Pissa partiti-like virus 2,Pissa partiti-like virus 2  isolate CAR1334
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Anopheles-funestus-3_S42,NODE_351_length_1343_cov_3.909449,Rhabdoviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Anopheles funestus,71,6624180,4133138,17.18,Pissa rhabdo-like virus 3,Pissa rhabdo-like virus 3  isolate CAR1335
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Anopheles-funestus-3_S42,NODE_97_length_2875_cov_3142.062812,Solemoviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Anopheles funestus,123002,6624180,4133138,29759.95,Pissa solemo-like virus 1,Pissa solemo-like virus 1  isolate CAR1337
HVLJHBGXH_Bangui-Pissa-Jun-2019-Rainy-Anopheles-funestus-3_S42,NODE_445_length_1185_cov_2.253597,Metaviridae,Central African Republic,Pissa,Jun-19,2019,Rainy,Anopheles funestus,45,6624180,4133138,10.89,Pissa meta-like virus 35,Pissa meta-like virus 35  isolate CAR1331
HVLJHBGXH_Madagascar-Ambato-Boeny-Oct-2020-Dry-Anopheles-gambiae-1_S13,NODE_4_length_9900_cov_315.976392,Kitaviridae,Madagascar,Ambato Boeny,Oct-20,2020,Dry,Anopheles gambiae,45133,5692063,2763669,16330.83,Ambato Boeny kita-like virus 2,Ambato Boeny kita-like virus 2  isolate MAD1338
HVLJHBGXH_Madagascar-Ambato-Boeny-Oct-2020-Dry-Anopheles-gambiae-1_S13,NODE_10_length_6541_cov_912.424088,Xinmoviridae,Madagascar,Ambato Boeny,Oct-20,2020,Dry,Anopheles gambiae,205978,5692063,2763669,74530.63,Ambato Boeny xinmo-like virus 1,Ambato Boeny xinmo-like virus 1  isolate MAD1347
HVLJHBGXH_Madagascar-Ambato-Boeny-Oct-2020-Dry-Anopheles-gambiae-1_S13,NODE_17_length_5179_cov_7.541911,Orthototiviridae,Madagascar,Ambato Boeny,Oct-20,2020,Dry,Anopheles gambiae,565,5692063,2763669,204.44,Ambato Boeny orthototi-like virus 12,Ambato Boeny orthototi-like virus 12  isolate MAD1342
HVLJHBGXH_Madagascar-Ambato-Boeny-Oct-2020-Dry-Anopheles-gambiae-1_S13,NODE_16_length_5182_cov_5.674496,Orthototiviridae,Madagascar,Ambato Boeny,Oct-20,2020,Dry,Anopheles gambiae,410,5692063,2763669,148.35,Ambato Boeny orthototi-like virus 9,Ambato Boeny orthototi-like virus 9  isolate MAD1346
HVLJHBGXH_Madagascar-Ambato-Boeny-Oct-2020-Dry-Anopheles-gambiae-1_S13,NODE_19_length_5123_cov_6.695644,Orthototiviridae,Madagascar,Ambato Boeny,Oct-20,2020,Dry,Anopheles gambiae,489,5692063,2763669,176.94,Ambato Boeny orthototi-like virus 4,Ambato Boeny orthototi-like virus 4  isolate MAD1344
HVLJHBGXH_Madagascar-Ambato-Boeny-Oct-2020-Dry-Anopheles-gambiae-1_S13,NODE_129_length_2534_cov_8.136124,Orthototiviridae,Madagascar,Ambato Boeny,Oct-20,2020,Dry,Anopheles gambiae,462,5692063,2763669,167.17,Ambato Boeny orthototi-like virus 10,Ambato Boeny orthototi-like virus 10  isolate MAD1340
HVLJHBGXH_Madagascar-Ambato-Boeny-Oct-2020-Dry-Anopheles-gambiae-1_S13,NODE_189_length_2216_cov_3180.357443,Xinmoviridae,Madagascar,Ambato Boeny,Oct-20,2020,Dry,Anopheles gambiae,104069,5692063,2763669,37656.1,Mosquito mono-like virus YN13,Mosquito mono-like virus YN13  isolate MAD1348
HVLJHBGXH_Madagascar-Ambato-Boeny-Oct-2020-Dry-Anopheles-gambiae-1_S13,NODE_228_length_2068_cov_3.559900,Orthototiviridae,Madagascar,Ambato Boeny,Oct-20,2020,Dry,Anopheles gambiae,110,5692063,2763669,39.8,Ambato Boeny orthototi-like virus 2,Ambato Boeny orthototi-like virus 2  isolate MAD1343
HVLJHBGXH_Madagascar-Ambato-Boeny-Oct-2020-Dry-Anopheles-gambiae-1_S13,NODE_111_length_2645_cov_8.338258,Orthototiviridae,Madagascar,Ambato Boeny,Oct-20,2020,Dry,Anopheles gambiae,448,5692063,2763669,162.1,Ambato Boeny orthototi-like virus 8,Ambato Boeny orthototi-like virus 8  isolate MAD1345
HVLJHBGXH_Madagascar-Ambato-Boeny-Oct-2020-Dry-Anopheles-gambiae-1_S13,NODE_186_length_2225_cov_5.510223,Orthototiviridae,Madagascar,Ambato Boeny,Oct-20,2020,Dry,Anopheles gambiae,180,5692063,2763669,65.13,Ambato Boeny orthototi-like virus 11,Ambato Boeny orthototi-like virus 11  isolate MAD1341
